# IQR screening (Tukey fences)
index,PM2_5,mild_outlier_IQR1p5,extreme_outlier_IQR3
90,0.350699109888317,0,0
91,0.22782430390429,0,0
92,0.64806093721083,0,0
93,0.596771931475151,0,0
94,0.331475833038024,0,0
95,0.170000564011136,0,0
96,0.367509857798431,0,0
97,0.534965787350601,0,0
98,0.0384940090811206,0,0
99,2.25192967182509,0,0
100,0.894149149731891,0,0
101,0.985661079493592,0,0
102,6.29953246576468,1,1
103,5.38775043571936,1,1
104,16.5488006224491,1,1
105,6.59319405598331,1,1
106,7.60046657228818,1,1
107,3.73207068618353,1,1
108,4.52251572108975,1,1
109,0.639903742070193,0,0
110,0.0730684602456083,0,0
111,0.413172194496064,0,0
112,0.122846589271276,0,0
113,0.0475425958291067,0,0
114,0.0571850161227083,0,0
115,0.0208111082314418,0,0
116,0.0114906149787679,0,0
117,0.121063806056577,0,0
118,0.0467320066264522,0,0
119,0.177116305935703,0,0
120,0.0462266709526455,0,0
121,0.163356938994,0,0
122,0.169320797749416,0,0
123,0.0135991729679513,0,0
124,0.0332982862014478,0,0
125,0.0102080371264665,0,0
126,0.0383530537751527,0,0
127,0.0497107680368651,0,0
128,0.486744015245586,0,0
129,0.108243157844973,0,0
130,1.11932364779333,0,0
131,0.614831910213406,0,0
132,0.920044396569855,0,0
133,0.482904669747836,0,0
134,8.08698157043246,1,1
135,2.27762740167379,0,0
136,3.54472453929787,1,0
137,2.23030027892388,0,0
138,2.62079393183555,1,0
139,2.81487361244579,1,0
140,8.17046982140795,1,1
141,2.48931687619613,1,0
142,4.11981962249128,1,1
143,1.40065196938422,0,0
144,5.68231367816815,1,1
145,0.745332924107217,0,0
146,3.82153049138155,1,1
147,3.19046371071372,1,0
148,0.549405048811809,0,0
149,0.171625590150001,0,0
150,0.105067495082675,0,0
151,0.0667145695653074,0,0
152,0.179647345069435,0,0
153,0.192670127550562,0,0
154,0.0521778321873238,0,0
155,0.273291688768373,0,0
156,0.242187893272213,0,0
157,0.388603133157379,0,0
158,0.0572850571951878,0,0
159,0.739149616281272,0,0
160,0.540516784295361,0,0
161,2.19404052046146,0,0
162,0.301499423474037,0,0
163,1.46721775991866,0,0
164,0.538253034386049,0,0
165,0.0322042472934348,0,0
166,0.00116345826666667,0,0
167,0.000573695436111111,0,0
168,0.049043083658514,0,0
169,3.43691027548671,1,0
170,2.16785156329532,0,0
171,1.77601120363873,0,0
172,1.40684682041083,0,0
173,0.46152281437212,0,0
174,2.88656714923373,1,0
175,0.355630621730416,0,0
176,1.44687351002546,0,0
177,2.13769944056557,0,0
178,0.32302492756921,0,0
179,0.198486618110749,0,0
180,0.360173512483267,0,0
181,0.175456650194826,0,0
182,0.00186237272222222,0,0
183,0.0499536626305339,0,0
184,0.04619293915513,0,0
185,0.00355697315778735,0,0
186,0.00163823669074452,0,0
187,0.0180776783126172,0,0
188,0.00509760567397174,0,0
189,0.0633552416545596,0,0
190,0.0640134606083607,0,0
191,0.107160662137631,0,0
192,0.127343307221445,0,0
193,0.0673866403599133,0,0
194,0.295872754435991,0,0
195,1.9993105728801,0,0
196,0.243848831590943,0,0
197,0.584021696787638,0,0
198,0.010723248649736,0,0
199,0.00763557072810566,0,0
200,0.0146045857463703,0,0
201,0.0477034310917853,0,0
202,0.00780089501326731,0,0
203,0.349660478343523,0,0
204,0.0768058921072144,0,0
205,0.034975898032258,0,0
206,0.0252321540883246,0,0
207,0.0479789288144596,0,0
208,0.00217281513958373,0,0
209,0.00561268893945597,0,0
210,0.00262274345017104,0,0
211,0.0280678952424273,0,0
212,0.00400741449951559,0,0
213,0.0129418518186468,0,0
214,0.0428188615990808,0,0
215,0.290057931227012,0,0
216,0.0019276375573378,0,0
217,0.00290565447283168,0,0
218,0.00353509237962709,0,0
219,0.0070363118781749,0,0
220,0.00207935369148653,0,0
221,0.00205212456368217,0,0
222,0.347637083523733,0,0
223,0.0844244045498845,0,0
224,0.520393137792752,0,0
225,0.0737277052616912,0,0
226,0.0855202390668908,0,0
227,0.00771162759474714,0,0
228,0.0062410238292984,0,0
229,0.0033226461841719,0,0
230,0.00542838250208026,0,0
231,0.600879835949394,0,0
232,0.769174763803647,0,0
233,4.35784042032137,1,1
234,2.72265626486532,1,0
235,1.92194291167358,0,0
236,13.2948172436002,1,1
237,4.07487809454664,1,1
238,7.32668750393593,1,1
239,2.45861196241204,1,0
240,1.249330869214,0,0
241,0.812519482322171,0,0
242,0.429753360970616,0,0
243,1.39849082570309,0,0
244,0.193276786874701,0,0
245,0.326364760296603,0,0
246,0.168030524430001,0,0
247,0.503729886335653,0,0
248,0.0257413374956882,0,0
249,0.129333868048217,0,0
250,0.0176596861905521,0,0
251,0.0887224511907316,0,0
252,0.387432139578228,0,0
253,0.407746890180829,0,0
254,0.379905972740923,0,0
255,0.18603150458705,0,0
256,0.090674406424149,0,0
257,0.176934179880677,0,0
258,0.0661489527324425,0,0
259,0.213912181940377,0,0
260,0.803723563411088,0,0
261,0.124397225894709,0,0
262,1.35356853642624,0,0
263,1.00286044849295,0,0
264,0.366175976832037,0,0
265,0.150869632766209,0,0
266,0.25000007497058,0,0
267,0.468140916089995,0,0
268,0.551203222960736,0,0
269,0.252504949516125,0,0
270,0.340152472208843,0,0
271,0.170249384114482,0,0
272,0.301033847713651,0,0
273,0.623033995578873,0,0
274,0.049910234544455,0,0
275,0.149507535087065,0,0
276,0.512707931301763,0,0
277,0.374448603979381,0,0
278,1.55204617649202,0,0
279,0.0656782466606479,0,0
280,0.0490021694250256,0,0
281,0.0268610279607473,0,0
282,0.0595488071044997,0,0
283,0.0341794171859788,0,0
284,0.149422371917672,0,0
285,0.00696414122242591,0,0
286,0.0117162204229877,0,0
287,0.0639753680461474,0,0
288,18.4706717097629,1,1
289,1.14838173161507,0,0
290,7.2275827132886,1,1
291,5.32911097631214,1,1
292,1.89000672315128,0,0
293,42.486263510422,1,1
294,8.64519036188025,1,1
295,29.8017224605039,1,1
296,1.57683968895486,0,0
297,0.561366369862372,0,0
298,1.27953686021355,0,0
299,0.607967553547889,0,0
300,1.61281599771191,0,0
301,0.53813118949008,0,0
302,0.273394294996557,0,0
Q1,Q3,IQR,inner_lo,inner_hi,outer_lo,outer_hi
0.05106574740892885,0.9528527380317235,0.9017869906227947,-1.301614738525263,2.3055332239659156,-2.654295224459455,3.6582137099001075
